x,y,c
0.2117216496662877,-0.2600617516002046,0.9877432212233543
-0.0844811659737843,-0.552497401721439,0.9888499433427681
-0.2736000869006716,-0.6932918866040438,0.9753397994295314
-0.338457210753802,-1.0775534948629684,0.950078127928722
-0.08363608380079768,-0.9694631002382437,0.9518850372621307
-0.39323652502787354,-0.9122826311879351,0.9545791162016951
-0.12810719432877704,-0.780087492634749,0.9713623730442774
-0.533113456304477,-0.8008372129812358,0.9502496494693152
-0.34467187406221456,-0.8337141068849974,0.9467255856703829
-0.6927890272822879,-0.7519546454341253,0.9444340895171519
-1.210344512804511,-0.7913029307168529,0.9334272432865368
-1.000655010353455,-0.63214303191927,0.9262023451335636
-1.3134536743439185,-0.3278109097932713,0.9362738958019533
-1.2017336431227932,0.04066587736645033,0.9475062479391511
-0.45208096536100584,0.28937974313279824,0.964161058542905
-1.2811667215515854,0.4845406737597102,0.9575627727296065
-1.082410953350177,0.6843632448442349,0.9651799919888561
-0.9296833471117338,0.7547668834011745,0.9570547193288803
-1.038260179598467,1.2946949853935052,0.9661257784859634
-0.6591869854167953,1.145198436498731,0.9638713435586082
-0.8954051375013705,1.4875653863668958,0.966103364839966
-0.9622239582813563,1.6499320743315593,0.9548613530480199
-1.4992304935745437,1.960683576408968,0.95219599046273
-0.6545330596449617,2.105872245306415,0.96357540068803
-1.2215802656152164,2.373768793190578,0.9438952990106226
-1.4604263017085373,2.3821238539335354,0.9422769166621161
-0.7237752390432206,2.666027434472369,0.9539405862674301
-1.3386637820227065,3.0466384502885546,0.9458239160386133
-1.4260254819905072,3.152662600423213,0.9451980281299279
-0.9626357736797786,3.4652598830561487,0.9553297386493211
-0.9906921528818202,3.4761422481918203,0.9537721119453142
-1.0782039218673845,3.9687161331174536,0.9663594141602516
-0.8908017353434161,4.370999251390941,0.963701770261482
-1.056873320888485,4.36390447209547,0.9657273630117192
-0.9133832062002512,4.443553767432462,0.9643130707152096
-0.7190200222413523,4.923953393682012,0.9640999726583193
-0.7938857434845659,4.782995759746882,0.9668194817172157
-1.0214793725359073,5.181784087575352,0.9653645778408297
-0.9387857485648965,5.408737220303124,0.968147721003603
-0.9927557413087129,5.761479645863261,0.9652622329692045
-0.9471225581475551,5.716655836143474,0.9567304339581801
-0.668527565846091,6.0053279592440845,0.962115198465777
-0.8498060867123058,6.330026498665831,0.9369281449421297
-1.0297318265111244,6.152864004616561,0.9625392573667161
-0.6940443341855485,6.925874535046717,0.9391071648325449
-1.0949270852049153,7.164304188296597,0.940370897544019
-1.0770921983100834,7.149929046998977,0.9403445875634335
-0.8118685302429185,7.58095944439475,0.9484973955485556
